                                                           The SAS System                        14:47 Tuesday, December 1, 2015   1

                                                              tmax_      tmin_      range_
                                          Obs    station      range      range       diff
                                         1476    USC00322    34.1869    34.3470    -0.16008
                                         1477    USC00323    34.2200    34.2729    -0.05291
                                         1478    USC00324    33.6317    33.4562     0.17551
                                         1479    USC00325    34.7074    34.5778     0.12963
                                         1480    USC00326    34.1780    34.3402    -0.16223
                                         1481    USC00327    35.5388    34.5552     0.98361
                                         1482    USC00328    35.3289    34.8772     0.45173
                                         1483    USC00329    34.5016    33.1537     1.34793
                                         1484    USC00330    29.5763    29.6118    -0.03548
                                         1485    USC00331    29.5029    28.5840     0.91898
                                                           The SAS System                        14:47 Tuesday, December 1, 2015  28

                                                              tmax_      tmin_      range_
                                          Obs    station      range      range       diff

                                         1486    USC00332    29.7881    29.0043     0.78383
                                         1487    USC00333    28.8746    28.5941     0.28048
                                         1488    USC00334    29.2422    28.7562     0.48600
                                         1489    USC00335    29.2702    28.9143     0.35589
                                         1490    USC00336    29.0731    28.4166     0.65643
                                         1491    USC00337    29.0421    28.9618     0.08038
                                         1492    USC00338    29.2320    28.0399     1.19208
                                         1493    USC00339    28.7873    28.0217     0.76561
                                         1494    USC00340    25.0542    25.7486    -0.69438
                                         1495    USC00341    24.9005    25.7779    -0.87741
                                         1496    USC00342    25.3257    24.9904     0.33535
                                         1497    USC00343    26.4860    26.0475     0.43853
                                         1498    USC00344    25.6735    26.2308    -0.55737
                                         1499    USC00345    24.8016    25.8244    -1.02282
                                         1500    USC00346    25.6137    26.3127    -0.69903
                                         1501    USC00347    24.9351    25.8467    -0.91165
                                         1502    USC00348    24.5775    25.8159    -1.23841
                                         1503    USC00349    26.0762    26.0502     0.02594
                                         1504    USC00350    24.2654    16.0485     8.21695
                                         1505    USC00351    19.4536    12.0015     7.45209
                                         1506    USC00352    22.0188    13.6654     8.35334
                                         1507    USC00353    21.7517    13.4259     8.32578
                                         1508    USC00354    22.7971    14.5123     8.28480
                                         1509    USC00355    25.0608    15.6068     9.45402
                                         1510    USC00356    22.5250    14.7621     7.76290
                                         1511    USC00357    21.6968    14.0737     7.62306
                                         1512    USC00358    21.3821    13.3104     8.07178
                                         1513    USC00359    16.6233    11.5320     5.09127
                                         1514    USC00360    28.2103    27.2076     1.00270
                                         1515    USC00361    28.2573    26.9641     1.29319
                                         1516    USC00362    27.4688    27.1183     0.35055
                                         1517    USC00363    28.2655    27.3135     0.95192
                                         1518    USC00364    28.1431    27.4393     0.70381
                                         1519    USC00365    28.4261    27.2810     1.14508
                                         1520    USC00366    27.8716    26.6705     1.20104
                                         1521    USC00367    28.2964    27.6237     0.67270
                                         1522    USC00368    28.6053    26.6321     1.97316
                                         1523    USC00369    27.9136    26.8820     1.03165
                                         1524    USC00374    23.8355    25.7032    -1.86774
                                         1525    USC00375    25.9355    25.9548    -0.01935
                                         1526    USC00377    26.9986    25.1746     1.82393
                                         1527    USC00379    26.6161    27.0581    -0.44194
                                         1528    USC00380    21.5578    23.3125    -1.75473
                                         1529    USC00381    21.3216    23.6769    -2.35531
                                         1530    USC00382    20.6761    22.8913    -2.21515
                                         1531    USC00383    21.5328    23.2106    -1.67780
                                         1532    USC00384    20.7714    22.0110    -1.23957
                                         1533    USC00385    21.4190    23.0649    -1.64595
                                         1534    USC00386    20.6906    23.5047    -2.81405
                                         1535    USC00387    22.3428    23.3577    -1.01492
                                         1536    USC00388    20.8097    23.2443    -2.43465
                                         1537    USC00389    21.1288    22.9940    -1.86519
                                         1538    USC00390    32.0492    31.6653     0.38387
                                         1539    USC00391    32.2962    32.8566    -0.56044
                                         1540    USC00392    31.8034    30.8030     1.00040
                                                           The SAS System                        14:47 Tuesday, December 1, 2015  29

                                                              tmax_      tmin_      range_
                                          Obs    station      range      range       diff

                                         1541    USC00393    31.8248    30.9374     0.88736
                                         1542    USC00394    31.3109    29.9046     1.40629
                                         1543    USC00395    31.8864    31.5333     0.35306
                                         1544    USC00396    30.5532    29.4629     1.09032
                                         1545    USC00397    32.3700    32.2973     0.07275
                                         1546    USC00398    32.1708    33.3075    -1.13677
                                         1547    USC00399    30.6929    31.2434    -0.55052
                                         1548    USC00400    25.0078    26.6082    -1.60033
                                         1549    USC00401    25.3261    27.1295    -1.80342
                                         1550    USC00402    25.3580    26.6227    -1.26469
                                         1551    USC00403    25.0669    26.4867    -1.41978
                                         1552    USC00404    25.2505    26.8750    -1.62446
                                         1553    USC00405    25.0074    26.5249    -1.51745
                                         1554    USC00406    24.5790    26.4165    -1.83747
                                         1555    USC00407    24.4414    26.0675    -1.62607
                                         1556    USC00408    25.6882    26.9820    -1.29376
                                         1557    USC00409    24.6560    26.2076    -1.55160
                                         1558    USC00410    19.3220    22.5104    -3.18839
                                         1559    USC00411    20.4354    23.1502    -2.71485
                                         1560    USC00412    20.2285    22.4918    -2.26325
                                         1561    USC00413    20.6268    23.5510    -2.92419
                                         1562    USC00414    19.9983    22.9989    -3.00065
                                         1563    USC00415    20.0485    23.2510    -3.20251
                                         1564    USC00416    19.7868    22.8156    -3.02883
                                         1565    USC00417    19.4446    22.6827    -3.23817
                                         1566    USC00418    20.3898    23.1393    -2.74947
                                         1567    USC00419    19.8008    23.0706    -3.26980
                                         1568    USC00420    26.3954    23.2872     3.10823
                                         1569    USC00421    26.8388    23.6500     3.18875
                                         1570    USC00422    29.2134    25.3236     3.88984
                                         1571    USC00423    27.9788    23.6329     4.34582
                                         1572    USC00424    26.8769    23.0067     3.87029
                                         1573    USC00425    27.6384    24.1192     3.51918
                                         1574    USC00426    28.1779    25.8863     2.29158
                                         1575    USC00427    28.2301    23.4441     4.78593
                                         1576    USC00428    30.7156    24.8648     5.85076
                                         1577    USC00429    28.7959    24.9164     3.87951
                                         1578    USC00430    30.7528    28.8729     1.87994
                                         1579    USC00431    30.6933    29.6865     1.00685
                                         1580    USC00432    30.9719    29.5446     1.42732
                                         1581    USC00433    30.8371    30.2210     0.61613
                                         1582    USC00434    28.6657    30.1640    -1.49832
                                         1583    USC00435    30.2742    28.8140     1.46022
                                         1584    USC00436    30.1521    28.8023     1.34988
                                         1585    USC00437    29.0621    28.6430     0.41901
                                         1586    USC00438    30.1758    28.8979     1.27795
                                         1587    USC00439    30.7370    28.7091     2.02792
                                         1588    USC00440    24.1279    25.2665    -1.13866
                                         1589    USC00441    23.9293    25.2592    -1.32992
                                         1590    USC00442    23.9527    24.9832    -1.03047
                                         1591    USC00443    24.5472    25.5121    -0.96490
                                         1592    USC00444    24.0791    25.3680    -1.28891
                                         1593    USC00445    24.8829    25.5308    -0.64791
                                         1594    USC00446    23.8156    25.6624    -1.84678
                                         1595    USC00447    24.4173    25.3393    -0.92197
                                                           The SAS System                        14:47 Tuesday, December 1, 2015  30

                                                              tmax_      tmin_      range_
                                          Obs    station      range      range       diff

                                         1596    USC00448    23.9306    24.7606    -0.82992
                                         1597    USC00449    24.4464    25.8908    -1.44442
                                         1598    USC00450    20.2171    14.7915     5.42556
                                         1599    USC00451    24.3873    16.3804     8.00694
                                         1600    USC00452    23.3977    14.6383     8.75945
                                         1601    USC00453    27.0888    17.9260     9.16278
                                         1602    USC00454    24.1457    15.4661     8.67962
                                         1603    USC00455    24.8316    16.2561     8.57549
                                         1604    USC00456    25.5708    17.1044     8.46641
                                         1605    USC00457    26.4764    16.8328     9.64364
                                         1606    USC00458    24.2105    16.2264     7.98416
                                         1607    USC00459    29.1423    19.3226     9.81972
                                         1608    USC00460    25.3976    26.2358    -0.83824
                                         1609    USC00461    26.1703    26.8075    -0.63711
                                         1610    USC00462    25.4350    26.6963    -1.26123
                                         1611    USC00463    25.3763    27.0575    -1.68118
                                         1612    USC00464    26.2212    26.7899    -0.56870
                                         1613    USC00465    26.5270    26.7468    -0.21980
                                         1614    USC00466    26.5487    26.8722    -0.32350
                                         1615    USC00467    26.0920    26.7757    -0.68366
                                         1616    USC00468    25.7245    27.2977    -1.57316
                                         1617    USC00469    25.5499    26.5440    -0.99416
                                         1618    USC00470    34.3385    35.0269    -0.68842
                                         1619    USC00471    33.7020    33.9418    -0.23978
                                         1620    USC00472    33.8422    33.9427    -0.10054
                                         1621    USC00473    33.6430    33.7440    -0.10105
                                         1622    USC00474    33.4249    33.9146    -0.48971
                                         1623    USC00475    33.6908    33.9866    -0.29577
                                         1624    USC00476    33.6094    34.1574    -0.54799
                                         1625    USC00477    33.9906    34.2894    -0.29878
                                         1626    USC00478    33.3079    34.1163    -0.80836
                                         1627    USC00479    34.0503    33.9798     0.07050
                                         1628    USC00480    29.0071    21.9183     7.08874
                                         1629    USC00481    29.2394    25.4887     3.75076
                                         1630    USC00482    30.4578    24.7209     5.73688
                                         1631    USC00483    30.0983    24.0970     6.00128
                                         1632    USC00484    29.3499    24.0920     5.25790
                                         1633    USC00485    30.2313    24.6136     5.61767
                                         1634    USC00486    28.9964    22.2070     6.78938
                                         1635    USC00487    28.9794    23.2463     5.73308
                                         1636    USC00488    30.7834    26.0914     4.69199
                                         1637    USC00489    30.6659    25.4722     5.19362
                                         1638    USC00500    23.3388    22.1571     1.18168
                                         1639    USC00501    29.4678    28.4537     1.01414
                                         1640    USC00502    26.2098    26.3427    -0.13294
                                         1641    USC00503    23.1704    23.8353    -0.66493
                                         1642    USC00504    20.7333    20.7905    -0.05713
                                         1643    USC00505    25.2939    24.0420     1.25185
                                         1644    USC00506    29.6406    29.5975     0.04317
                                         1645    USC00507    21.2530    20.0386     1.21448
                                         1646    USC00508    22.0174    19.5492     2.46826
                                         1647    USC00509    30.6638    31.2977    -0.63394
                                         1648    USC00510     3.5043     2.7313     0.77296
                                         1649    USC00511     3.7136     4.3413    -0.62778
                                         1650    USC00512     4.3409     3.9564     0.38453
                                                           The SAS System                        14:47 Tuesday, December 1, 2015  31

                                                              tmax_      tmin_       range_
                                          Obs    station      range      range         diff

                                         1651    USC00513     5.2670      5.105       0.162
                                         1652    USC00514     3.2883      4.374      -1.086
                                         1653    USC00515     4.0442      4.176      -0.132
                                         1654    USC00516     3.8316      5.161      -1.329
                                         1655    USC00517     3.2084      4.426      -1.217
                                         1656    USC00518     4.5791      3.348       1.231
                                         1657    USC00519     4.7955      5.069      -0.273
                                         1658    USR0000A    22.1430     21.132       1.011
                                         1659    USR0000B    25.3834     20.669       4.715
                                         1660    USR0000C    21.0992     13.995       7.105
                                         1661    USR0000D    24.9516     23.863       1.089
                                         1662    USR0000E    25.2903     23.523       1.768
                                         1663    USR0000F    15.5735     16.319      -0.746
                                         1664    USR0000G    21.6098     22.315      -0.705
                                         1665    USR0000H     6.3798      6.481      -0.101
                                         1666    USR0000I    27.9829     20.844       7.139
                                         1667    USR0000J    23.1968     22.154       1.043
                                         1668    USR0000K    25.1677     25.822      -0.654
                                         1669    USR0000L    19.3713     21.571      -2.200
                                         1670    USR0000M    29.8517     26.618       3.234
                                         1671    USR0000N    23.5992     22.445       1.154
                                         1672    USR0000O    23.9342     15.431       8.503
                                         1673    USR0000P    27.9796     25.049       2.930
                                         1674    USR0000R    25.7026     22.951       2.751
                                         1675    USR0000S    23.8875     23.326       0.561
                                         1676    USR0000T    20.2000     22.357      -2.157
                                         1677    USR0000U    26.9774     21.639       5.339
                                         1678    USR0000V    25.6346     25.458       0.177
                                         1679    USR0000W    27.0781     22.116       4.962
                                         1680    USS0003E    25.6165     24.931       0.686
                                         1681    USS0004E    27.2868     25.106       2.180
                                         1682    USS0005G    25.4565     22.274       3.183
                                         1683    USS0005H    21.6000     18.139       3.461
                                         1684    USS0005J    22.3393     17.817       4.522
                                         1685    USS0005K    21.7815     18.277       3.504
                                         1686    USS0005L    19.5258     22.319      -2.794
                                         1687    USS0005M    18.3349     16.968       1.367
                                         1688    USS0005N    18.8667     16.500       2.367
                                         1689    USS0005P    17.9781     16.216       1.762
                                         1690    USS0005R    17.4281     15.383       2.045
                                         1691    USS0006E    24.1301     22.474       1.657
                                         1692    USS0006G    25.7830     24.480       1.303
                                         1693    USS0006H    27.5637    293.959    -266.395
                                         1694    USS0006J    23.2284     19.824       3.405
                                         1695    USS0006K    21.5074     19.598       1.909
                                         1696    USS0006L    22.1323     20.106       2.026
                                         1697    USS0006M    19.4818     18.805       0.677
                                         1698    USS0006N    21.3597     18.039       3.321
                                         1699    USS0006P    19.6231     16.844       2.780
                                         1700    USS0007E    25.1723     23.147       2.026
                                         1701    USS0007F    26.1802     23.612       2.568
                                         1702    USS0007H    25.0089     20.144       4.865
                                         1703    USS0007J    22.1484     20.258       1.890
                                         1704    USS0007K    21.4263     20.285       1.142
                                         1705    USS0007M    19.9914     19.009       0.982
                                                           The SAS System                        14:47 Tuesday, December 1, 2015  32

                                                              tmax_      tmin_      range_
                                          Obs    station      range      range       diff

                                         1706    USS0007S    19.2863    14.9089     4.37742
                                         1707    USS0008F    24.7971    22.5906     2.20657
                                         1708    USS0008G    23.3068    19.3986     3.90822
                                         1709    USS0008K    19.7742    20.2452    -0.47097
                                         1710    USS0008L    23.0032    19.3677     3.63548
                                         1711    USS0008M    19.6894    17.9871     1.70230
                                         1712    USS0008N    20.5161    16.8677     3.64839
                                         1713    USS0008P    19.8797    16.3419     3.53774
                                         1714    USS0008S    19.1343    14.2016     4.93269
                                         1715    USS0008T    18.5425    15.1640     3.37849
                                         1716    USS0009A    28.9099    25.0658     3.84412
                                         1717    USS0009C    27.6289    24.7460     2.88295
                                         1718    USS0009D    25.9107    22.6123     3.29839
                                         1719    USS0009E    24.8308    21.7785     3.05232
                                         1720    USS0009F    24.4207    20.0552     4.36553
                                         1721    USS0009G    24.1056    20.1031     4.00251
                                         1722    USS0009J    22.3734    18.6016     3.77177
                                         1723    USS0009K    24.1935    18.6161     5.57742
                                         1724    USS0009L    19.7557    17.5461     2.20962
                                         1725    USS0009M    21.9371    17.9710     3.96613
                                         1726    USS0009N    19.8387    16.6419     3.19677
                                         1727    USS0009S    18.8839    14.8765     4.00743
                                         1728    USS0010C    27.5220    25.4636     2.05841
                                         1729    USS0010D    26.9125    22.1348     4.77764
                                         1730    USS0010E    25.1142    19.4673     5.64685
                                         1731    USS0010F    25.0163    19.2122     5.80410
                                         1732    USS0010G    24.6745    18.0506     6.62388
                                         1733    USS0010J    21.3049    18.8138     2.49114
                                         1734    USS0010K    24.7688    19.5333     5.23548
                                         1735    USS0010M    10.9683    11.5808    -0.61252
                                         1736    USS0010R    19.1194    15.6613     3.45806
                                         1737    USS0010S    17.8548    12.6387     5.21613
                                         1738    USS0010k    24.2194    18.9862     5.23318
                                         1739    USS0011C    27.3368    24.8037     2.53310
                                         1740    USS0011D    25.6283    22.6213     3.00694
                                         1741    USS0011E    25.9405    21.2455     4.69494
                                         1742    USS0011F    26.3161    19.1210     7.19516
                                         1743    USS0011G    24.0756    19.0140     5.06166
                                         1744    USS0011H    23.5546    19.1289     4.42566
                                         1745    USS0011J    23.1465    18.7922     4.35428
                                         1746    USS0011K    21.9688    17.9723     3.99654
                                         1747    USS0011L    21.2376    18.0478     3.18978
                                         1748    USS0011M    21.7065    18.1753     3.53118
                                         1749    USS0011P    18.5968    15.1667     3.43011
                                         1750    USS0011R    19.1187    15.1378     3.98099
                                         1751    USS0012A    27.8778    25.4719     2.40588
                                         1752    USS0012B    27.9857    24.6779     3.30772
                                         1753    USS0012C    28.1054    24.9381     3.16732
                                         1754    USS0012D    26.4574    21.9582     4.49919
                                         1755    USS0012E    25.1258    20.9559     4.16993
                                         1756    USS0012G    25.1419    18.3339     6.80806
                                         1757    USS0012J    23.6565    18.5479     5.10858
                                         1758    USS0012K    24.7387    18.9048     5.83387
                                         1759    USS0012L    21.6055    17.9175     3.68802
                                         1760    USS0012M    20.5932    17.5040     3.08920
                                                           The SAS System                        14:47 Tuesday, December 1, 2015  33

                                                              tmax_      tmin_      range_
                                          Obs    station      range      range       diff

                                         1761    USS0012P    19.8528    14.6000     5.2528
                                         1762    USS0013A    27.9757    24.6869     3.2888
                                         1763    USS0013B    27.2904    22.6882     4.6022
                                         1764    USS0013C    27.5856    22.1380     5.4476
                                         1765    USS0013D    26.6869    20.6549     6.0320
                                         1766    USS0013E    25.1940    20.6416     4.5524
                                         1767    USS0013F    24.6202    19.8293     4.7909
                                         1768    USS0013G    22.7000    17.8774     4.8226
                                         1769    USS0013H    24.2774    18.7990     5.4785
                                         1770    USS0013M    22.3845    17.8084     4.5761
                                         1771    USS0014A    27.8539    23.0040     4.8499
                                         1772    USS0014B    27.5835    24.7732     2.8103
                                         1773    USS0014C    27.4272    19.4345     7.9927
                                         1774    USS0014D    29.0354    18.3529    10.6825
                                         1775    USS0014E    24.7185    18.5751     6.1434
                                         1776    USS0014F    25.4814    18.7458     6.7356
                                         1777    USS0014G    25.2984    16.9323     8.3661
                                         1778    USS0014H    24.9387    18.1677     6.7710
                                         1779    USS0014K    22.8724    18.2178     4.6546
                                         1780    USS0014L    20.5290    18.2032     2.3258
                                         1781    USS0015A    27.8987    24.1172     3.7815
                                         1782    USS0015B    27.0978    21.7695     5.3283
                                         1783    USS0015C    26.5706    19.5019     7.0687
                                         1784    USS0015D    24.7384    16.1645     8.5738
                                         1785    USS0015E    26.0271    18.6981     7.3290
                                         1786    USS0015F    24.7353    17.7371     6.9982
                                         1787    USS0015G    23.7323    16.9806     6.7516
                                         1788    USS0015H    25.4250    17.1157     8.3093
                                         1789    USS0015J    22.4995    17.6527     4.8468
                                         1790    USS0015K    24.3129    18.0306     6.2823
                                         1791    USS0015L    22.8380    20.4271     2.4109
                                         1792    USS0015N    17.6290    15.5624     2.0667
                                         1793    USS0015h    12.3670     7.8171     4.5499
                                         1794    USS0015j    24.2323    17.2823     6.9500
                                         1795    USS0016A    26.5576    23.6501     2.9075
                                         1796    USS0016B    28.2553    20.2937     7.9616
                                         1797    USS0016C    26.6280    19.5236     7.1044
                                         1798    USS0016D    26.6274    19.2581     7.3694
                                         1799    USS0016E    26.9839    18.9045     8.0794
                                         1800    USS0016F    24.6548    18.0145     6.6404
                                         1801    USS0016G    24.6210    17.1968     7.4242
                                         1802    USS0016H    24.3423    17.1315     7.2109
                                         1803    USS0016J    23.6710    17.2581     6.4129
                                         1804    USS0017A    27.9755    21.5147     6.4607
                                         1805    USS0017B    27.2579    23.3472     3.9107
                                         1806    USS0017C    24.6007    20.0340     4.5667
                                         1807    USS0017D    24.3509    17.2000     7.1508
                                         1808    USS0017H    23.2710    17.2957     5.9753
                                         1809    USS0017J    23.0742    17.5194     5.5548
                                         1810    USS0017K    21.9323    17.8097     4.1226
                                         1811    USS0018A    27.5156    23.0316     4.4840
                                         1812    USS0018D    24.1389    17.0694     7.0695
                                         1813    USS0018E    24.9624    15.0720     9.8904
                                         1814    USS0018F    26.4387    17.2516     9.1871
                                         1815    USS0018G    21.5548    15.3120     6.2428
                                                           The SAS System                        14:47 Tuesday, December 1, 2015  34

                                                              tmax_      tmin_       range_
                                          Obs    station      range      range         diff

                                         1816    USS0018H    24.0855    17.2919      6.7935
                                         1817    USS0019A    27.5035    23.0266      4.4768
                                         1818    USS0019D    23.6212    18.0831      5.5381
                                         1819    USS0019E    25.2435    16.0305      9.2130
                                         1820    USS0019F    24.5129    16.0813      8.4316
                                         1821    USS0019K    20.3376    15.4022      4.9355
                                         1822    USS0019L    19.0763    14.5083      4.5679
                                         1823    USS0019k    21.8226    15.2387      6.5839
                                         1824    USS0020A    24.6195    17.6925      6.9269
                                         1825    USS0020B    26.4724    20.0037      6.4687
                                         1826    USS0020D    25.2123    19.9172      5.2951
                                         1827    USS0020E    23.3677    16.7128      6.6550
                                         1828    USS0020G    23.7968    14.1112      9.6856
                                         1829    USS0020H    24.1794    14.5593      9.6201
                                         1830    USS0020K    21.0440    13.8185      7.2254
                                         1831    USS0020L    19.2194    13.9968      5.2226
                                         1832    USS0021A    21.1862    16.8203      4.3660
                                         1833    USS0021B    21.2379    15.3977      5.8402
                                         1834    USS0021C    22.5674    15.9467      6.6207
                                         1835    USS0021D    23.3038    14.5591      8.7447
                                         1836    USS0021E    22.4609    12.6215      9.8394
                                         1837    USS0021F    23.3823    12.9968     10.3855
                                         1838    USS0021G    23.5839    14.5856      8.9983
                                         1839    USS0022C    20.1356    14.6554      5.4802
                                         1840    USS0022D    20.4141    13.1608      7.2533
                                         1841    USS0022E    20.4062    12.9809      7.4253
                                         1842    USS0022F    19.8346    11.4647      8.3699
                                         1843    USS0022G    22.3532    13.1743      9.1789
                                         1844    USS0023B    18.6286    15.4983      3.1303
                                         1845    USS0023D    19.2426    13.3020      5.9406
                                         1846    USS0023G    19.7984    12.5714      7.2270
                                         1847    USS0033J    19.7396    21.7055     -1.9659
                                         1848    USS0035K    20.8965    21.4729     -0.5764
                                         1849    USS0041P    38.6479    38.4294      0.2185
                                         1850    USS0042M    31.8964    33.6400     -1.7435
                                         1851    USS0042N    30.0855    33.1623     -3.0768
                                         1852    USS0044Q    25.0015    25.4871     -0.4856
                                         1853    USS0045L    12.6495    13.0003     -0.3508
                                         1854    USS0045M    31.0416    31.2063     -0.1647
                                         1855    USS0045O    32.7653    30.3127      2.4526
                                         1856    USS0045P    29.5459    32.5756     -3.0297
                                         1857    USS0045Q    26.1371    29.5905     -3.4533
                                         1858    USS0045R    39.2967    44.3224     -5.0257
                                         1859    USS0046M    19.3604    19.1608      0.1995
                                         1860    USS0046P    25.8954    25.1047      0.7907
                                         1861    USS0046Q    25.4124    26.1127     -0.7004
                                         1862    USS0047O    31.7593    32.1629     -0.4036
                                         1863    USS0047P    31.8550    37.4697     -5.6147
                                         1864    USS0048L    16.7964    16.8954     -0.0990
                                         1865    USS0048M    18.9135    17.4359      1.4775
                                         1866    USS0048U    36.4196    31.6292      4.7905
                                         1867    USS0048V    30.6187    34.7041     -4.0855
                                         1868    USS0049L    20.5958    17.6300      2.9658
                                         1869    USS0049M    18.7519    18.5891      0.1627
                                         1870    USS0049T    24.3520    26.7073     -2.3554
                                                           The SAS System                        14:47 Tuesday, December 1, 2015  35

                                                              tmax_      tmin_      range_
                                          Obs    station      range      range       diff

                                         1871    USS0050K    31.7871    27.9099     3.87724
                                         1872    USS0050L    22.2060    20.7565     1.44954
                                         1873    USS0050M    23.5116    20.9238     2.58779
                                         1874    USS0050N    23.7650    24.7117    -0.94669
                                         1875    USS0050O    32.4158    33.4592    -1.04343
                                         1876    USS0050R    26.4122    25.7817     0.63053
                                         1877    USS0050S    30.6348    32.8869    -2.25210
                                         1878    USS0051K    19.3544    16.3056     3.04881
                                         1879    USS0051R    34.9452    35.6081    -0.66286
                                         1880    USS0053L    19.2323    16.4710     2.76129
                                         1881    USS0054K    20.1176    21.0323    -0.91463
                                         1882    USS0062S    28.7774    25.8153     2.96210
                                         1883    USS0063P    25.5398    26.1726    -0.63278
                                         1884    USS0064P    99.2077    94.3000     4.90769
                                         1885    USSNRCS0    21.4290    18.8129     2.61613
                                         1886    USW00003    21.7680    23.9228    -2.15477
                                         1887    USW00004    27.7003    24.1444     3.55593
                                         1888    USW00012    14.7066    16.9922    -2.28560
                                         1889    USW00013    23.0807    24.9630    -1.88225
                                         1890    USW00014    29.5421    29.2188     0.32328
                                         1891    USW00021     3.8159     4.1710    -0.35507
                                         1892    USW00022     7.7979     8.6850    -0.88709
                                         1893    USW00023    18.8564    18.7853     0.07116
                                         1894    USW00024    27.2420    20.5874     6.65461
                                         1895    USW00025    16.5694    17.1769    -0.60750
                                         1896    USW00026    26.1534    26.3732    -0.21978
                                         1897    USW00027    27.2122    29.2906    -2.07837
                                         1898    USW00053    20.9636    23.5616    -2.59802
                                         1899    USW00054    28.1005    27.3882     0.71231
                                         1900    USW00056    29.8729    32.9189    -3.04600
                                         1901    USW00063    22.4319    23.7603    -1.32838
                                         1902    USW00064    28.4527    27.1777     1.27495
                                         1903    USW00073    22.4879    23.7032    -1.21532
                                         1904    USW00092    10.6091    12.4615    -1.85237
                                         1905    USW00093    20.3670    21.9539    -1.58692
                                         1906    USW00094    28.5918    25.6727     2.91902
                                         1907    USW00096    37.2358    36.2616     0.97419
                                         1908    UV000005     8.9419     8.7125     0.22938
                                         1909    UV000065     9.4150    10.3967    -0.98167
                                         1910    UVM00065     9.0197     8.1897     0.83005
                                         1911    UY000001    13.4701    14.0525    -0.58239
                                         1912    UY000002    13.7000    13.3471     0.35290
                                         1913    UY000086    14.5609    13.0439     1.51700
                                         1914    UYM00086    13.6456    12.5921     1.05346
                                         1915    UZM00038    36.0745    31.1186     4.95582
                                         1916    VE000002     3.3300     5.2625    -1.93250
                                         1917    VE000005      .         2.1517      .     
                                         1918    VE000080     2.3804     3.3654    -0.98500
                                         1919    VEM00080     1.8931     1.9168    -0.02367
                                         1920    VMM00048    10.2921    11.2774    -0.98525
                                         1921    VMW00041     8.0134     7.7802     0.23320
                                         1922    VQC00670     9.5894    11.0561    -1.46667
                                         1923    VQC00671     2.8072     3.2710    -0.46371
                                         1924    VQC00677     4.2471     3.2936     0.95353
                                         1925    VQW00011     3.3516     3.5145    -0.16290
                                                           The SAS System                        14:47 Tuesday, December 1, 2015  36

                                                              tmax_      tmin_      range_
                                          Obs    station      range      range       diff

                                         1926    WA004191    14.5495    15.4714    -0.92198
                                         1927    WA006490     3.6306     4.1103    -0.47972
                                         1928    WA007401     8.9333     8.4379     0.49542
                                         1929    WA007848     9.1637     8.1500     1.01369
                                         1930    WA007878     8.7787    15.3967    -6.61793
                                         1931    WA010101     9.5079    14.2744    -4.76655
                                         1932    WA010517     7.4737     6.2297     1.24408
                                         1933    WA012084     9.3257    10.5295    -1.20380
                                         1934    WAM00068     2.7049     2.3071     0.39784
